薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
1214,群馬県,マルエ薬局鳥山店,群馬県太田市鳥山上町１５３０－３,0276569800,1,3,0,https://marue-drug.co.jp,月-金:9:00-18:00,,,衝立,要,,,月-金:9:00-18:00,,要,0276569800,,群馬県太田市鳥山上町1530-3,太田市鳥山上町1530-3,太田市,鳥山上町1530-3,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1281,群馬県,青梨子調剤薬局,群馬県前橋市青梨子町1711-6,0272890417,0,2,0,,月火木金:8:30-12:00､15:00-18:30､土:8:30-12:00､14:00-17:00,,,衝立,要,,,月火木金:8:30-12:00､15:00-18:30､土:8:30-12:00､14:00-17:00,,要,0272890417,,群馬県前橋市青梨子町1711-6,前橋市青梨子町1711-6,前橋市,青梨子町1711-6,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1312,群馬県,マルエ薬局倉賀野店,群馬県高崎市倉賀野町４４３－２,0273202611,5,3,0,https://marue-drug.co.jp,月-土:9:00-18:00,有,0273202611,衝立,要,,,月-土:9:00-18:00,有,要,0273202611,0273202611,群馬県高崎市倉賀野町443-2,高崎市倉賀野町443-2,高崎市,倉賀野町443-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1327,群馬県,吉山薬局喜多町店,群馬県伊勢崎市喜多町１－８,0270263987,1,0,0,,月-土:9:30-19:00,有,0270263314,他者のいない時間対応,要,,,月-土:9:30-19:00,有,要,0270263987,0270263314,群馬県伊勢崎市喜多町1-8,伊勢崎市喜多町1-8,伊勢崎市,喜多町1-8,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1370,群馬県,連取中央薬局,群馬県伊勢崎市連取本町１１－６,0270756537,0,1,0,https://yhopharmacygroup.com,月-金:9:00-18:00土:9:00-13:00,,,衝立,要,,,月-金:9:00-18:00土:9:00-13:00,,要,0270756537,,群馬県伊勢崎市連取本町11-6,伊勢崎市連取本町11-6,伊勢崎市,連取本町11-6,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1382,群馬県,すこやか薬局群馬八幡店,群馬県高崎市八幡町１１１１－８,0273407100,1,1,0,,月･火･木･金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,有,08032599205,衝立；他者のいない時間対応,要,,,月･火･木･金:9:00-18:00､水:9:00-17:00､土:9:00-13:00,有,要,0273407100,08032599205,群馬県高崎市八幡町1111-8,高崎市八幡町1111-8,高崎市,八幡町1111-8,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1400,群馬県,サンライズファーマシー,群馬県前橋市朝日町１－３４－２,0272205615,1,0,0,http://oriduru.com,月-水･金:9:30-18:30､木:9:00-17:00､土:9:00-13:30,有,07041476975,衝立；他者のいない時間対応,要,,,月-水･金:9:30-18:30､木:9:00-17:00､土:9:00-13:30,有,要,0272205615,07041476975,群馬県前橋市朝日町1-34-2,前橋市朝日町1-34-2,前橋市,朝日町1-34-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1410,群馬県,太田市薬剤師会会営薬局,群馬県太田市大島町１２５－１－１,0276473366,0,1,0,,月-金:9:00-17:45､土9:00-13:00,有,0276473366,衝立；他者のいない時間対応,,,,月-金:9:00-17:45､土9:00-13:00,有,,0276473366,0276473366,群馬県太田市大島町125-1-1,太田市大島町125-1-1,太田市,大島町125-1-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1416,群馬県,ユニスマイル薬局ファミリー店,群馬県桐生市東５ー３７１,0277401380,3,0,0,https://unismile.co.jp/shop/family/,月/火/木/金/第2と最終以外の土:9:00-19:00､水/第2土･最終土:9:00-13:00,有,0277401380,スタッフ休憩室,,,,月/火/木/金/第2と最終以外の土:9:00-19:00､水/第2土･最終土:9:00-13:00,有,,0277401380,0277401380,群馬県桐生市東5-371,桐生市東5-371,桐生市,東5-371,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1455,群馬県,アイン薬局榛名町店,群馬県高崎市中室田町上ノ原５９９８,0273954711,0,1,0,,月-金:9:00-18:00､土:9:00-13:00,有,0273954711,衝立,,,,月-金:9:00-18:00､土:9:00-13:00,有,,0273954711,0273954711,群馬県高崎市中室田町上ノ原5998,高崎市中室田町上ノ原5998,高崎市,中室田町上ノ原5998,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1475,群馬県,星漢堂薬局,群馬県太田市小舞木町３０３－３,0276455557,0,1,0,https://www.seikandoukodakara.com/,火-金:10:00-18:00土:10:00-17:00,有,0276455557,個室；衝立,要,,,火-金:10:00-18:00土:10:00-17:00,有,要,0276455557,0276455557,群馬県太田市小舞木町303-3,太田市小舞木町303-3,太田市,小舞木町303-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1487,群馬県,浜川薬局,群馬県高崎市浜川町１７４１－１,0273434193,1,0,0,https://www.sk-medical.biz,月火水金9:00-18:30木9:00-13:0014:00-18:00土9:00-17:30,有,09018167082,個室,要,,,月火水金9:00-18:30木9:00-13:0014:00-18:00土9:00-17:30,有,要,0273434193,09018167082,群馬県高崎市浜川町1741-1,高崎市浜川町1741-1,高崎市,浜川町1741-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1521,群馬県,マルエ薬局高崎吉井バイパス店,群馬県高崎市吉井町片山４６４,0273842057,2,2,0,https://marue-drug.co.jp,月-土:9:00-18:00,,,衝立,要,,,月-土:9:00-18:00,,要,0273842057,,群馬県高崎市吉井町片山464,高崎市吉井町片山464,高崎市,吉井町片山464,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1534,群馬県,株式会社クロサワ薬局東口支店,群馬県高崎市栄町１４ー１,0273222217,3,0,0,https://www.e-kurosawa.com,月-金:9:00-19:00､土:9:00-18:00,,,個室；衝立,要,,,月-金:9:00-19:00､土:9:00-18:00,,要,0273222217,,群馬県高崎市栄町14-1,高崎市栄町14-1,高崎市,栄町14-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1570,群馬県,あずまみまもり薬局,群馬県伊勢崎市三室町４０１１－６,0270753225,0,1,0,,月-金:9:30-19:00､土:9:00-13:00,有,0270753225,個室,要,,,月-金:9:30-19:00､土:9:00-13:00,有,要,0270753225,0270753225,群馬県伊勢崎市三室町4011-6,伊勢崎市三室町4011-6,伊勢崎市,三室町4011-6,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1645,群馬県,いずみ薬局本店,群馬県邑楽郡大泉町中央３－６－８,0276629337,0,1,0,,月-金:9:00-18:00､水:8:30-16:30､土:9:00-12:00,有,0276629337,衝立；他者のいない時間対応,要,,,月-金:9:00-18:00､水:8:30-16:30､土:9:00-12:00,有,要,0276629337,0276629337,群馬県邑楽郡大泉町中央3-6-8,邑楽郡大泉町中央3-6-8,邑楽郡大泉町,中央3-6-8,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1648,群馬県,ユニスマイル薬局太田西本町店,群馬県太田市西本町５７番１７号大智ビル１階,0276304085,4,0,0,https://unismile.co.jp,月･火･木･金:9:00-18:00､土:9:00-13:00,有,0276304085,他者のいない時間対応,要,,,月･火･木･金:9:00-18:00､土:9:00-13:00,有,要,0276304085,0276304085,群馬県太田市西本町57番17号大智ビル1階,太田市西本町57番17号大智ビル1階,太田市,西本町57番17号大智ビル1階,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1655,群馬県,ユニスマイル薬局南千木店,群馬県伊勢崎市５２１６番地２,0270504020,3,0,0,https://unismile.co.jp/shop/minamisengi/,"月,火,木,金:9:00-18:45､土:9:00-17:15",,,衝立；他者のいない時間対応,要,,,"月,火,木,金:9:00-18:45､土:9:00-17:15",,要,0270504020,,群馬県伊勢崎市5216番地2,伊勢崎市5216番地2,伊勢崎市,5216番地2,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1665,群馬県,調剤薬局太陽,群馬県太田市鳥山町５９３ー１,0276254540,2,1,0,https://www.alpharm.co.jp,月-水･金:9:00-18:00､木･土:9:00-17:30,有,07041216702,衝立,要,,,月-水･金:9:00-18:00､木･土:9:00-17:30,有,要,0276254540,07041216702,群馬県太田市鳥山町593-1,太田市鳥山町593-1,太田市,鳥山町593-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1668,群馬県,アイン薬局群大店,群馬県前橋市下小出町２－８－１,0272128425,0,1,0,https://www.ainj.co.jp/,月-金:8:30-18:00､土:9:00-13:00,有,0272128425,衝立,要,,,月-金:8:30-18:00､土:9:00-13:00,有,要,0272128425,0272128425,群馬県前橋市下小出町2-8-1,前橋市下小出町2-8-1,前橋市,下小出町2-8-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1670,群馬県,戸塚薬局本町店,群馬県藤岡市鬼石１３１－１,0274526665,0,1,0,,月-金:9:00-18:00､土:9:00-13:00,有,0274526665,個室；衝立,要,,,月-金:9:00-18:00､土:9:00-13:00,有,要,0274526665,0274526665,群馬県藤岡市鬼石131-1,藤岡市鬼石131-1,藤岡市,鬼石131-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1679,群馬県,マルエ薬局東吾妻原町南店,群馬県吾妻郡東吾妻町原町５９４ー２,0279268072,3,1,0,https://marue-drug.co.jp,月-土:9:00-13:0014:00-18:00,,,衝立,要,,,月-土:9:00-13:0014:00-18:00,,要,0279268072,,群馬県吾妻郡東吾妻町原町594-2,吾妻郡東吾妻町原町594-2,吾妻郡東吾妻町,原町594-2,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1681,群馬県,メロディー薬局,群馬県伊勢崎市茂呂町２丁目３５０２－１,0270616456,0,1,0,,月火水金土:9:00-18:00,有,0270616456,衝立,要,,,月火水金土:9:00-18:00,有,要,0270616456,0270616456,群馬県伊勢崎市茂呂町2丁目3502-1,伊勢崎市茂呂町2丁目3502-1,伊勢崎市,茂呂町2丁目3502-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1689,群馬県,アイン薬局前橋店,群馬県前橋市上新田町５８４－１０,0272805181,0,1,0,https://www.ainj.co.jp,月-金:9:00-18:00､土:9:00-12:00,有,0272805181,衝立,要,,,月-金:9:00-18:00､土:9:00-12:00,有,要,0272805181,0272805181,群馬県前橋市上新田町584-10,前橋市上新田町584-10,前橋市,上新田町584-10,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1724,群馬県,くりけ薬局,群馬県伊勢崎市山王町３１７－７,0270755926,0,1,0,,"月火木金:9:00-13:30,15:00-19:00水:9:00-17:00土:9:00-13:00",有,0270755926,衝立；他者のいない時間対応,要,,,"月火木金:9:00-13:30,15:00-19:00水:9:00-17:00土:9:00-13:00",有,要,0270755926,0270755926,群馬県伊勢崎市山王町317-7,伊勢崎市山王町317-7,伊勢崎市,山王町317-7,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1731,群馬県,ＵＫ大手町薬局,群馬県館林市大手町２－２２,0276710070,0,1,0,,月･木:9:00-17:30､火･水･金:9:00-18:30､土:9:00-12:30,,,衝立；他者のいない時間対応,要,,,月･木:9:00-17:30､火･水･金:9:00-18:30､土:9:00-12:30,,要,0276710070,,群馬県館林市大手町2-22,館林市大手町2-22,館林市,大手町2-22,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1741,群馬県,有限会社西須薬局,群馬県藤岡市藤岡３６３番地,0274233511,1,2,0,https://nishisu-pharmacy.com/,月-日9:00-20:00※1/1-1/3は除く,有,0274233511,個室,,,,月-日9:00-20:00※1/1-1/3は除く,有,,0274233511,0274233511,群馬県藤岡市藤岡363番地,藤岡市藤岡363番地,藤岡市,藤岡363番地,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1754,群馬県,まごころ薬局館林インター店,群馬県館林市赤生田町２２９７－４,0276474108,1,0,0,,月-金:9:00-18:00､土:9:00-16:00,,,他者のいない時間対応,要,,,月-金:9:00-18:00､土:9:00-16:00,,要,0276474108,,群馬県館林市赤生田町2297-4,館林市赤生田町2297-4,館林市,赤生田町2297-4,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1797,群馬県,アイン薬局伊勢崎曲輪店,群馬県伊勢崎市曲輪町２４－３１,0270752407,2,0,0,https://store.ainj.co.jp/detail/1101394/,月-水･金･土:9:00-17:30,,,衝立,要,,,月-水･金･土:9:00-17:30,,要,0270752407,,群馬県伊勢崎市曲輪町24-31,伊勢崎市曲輪町24-31,伊勢崎市,曲輪町24-31,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1878,群馬県,アエル薬局西久保店,群馬県伊勢崎市西久保町２ー３４３－７,0270615276,1,0,0,,月火木金:9:00-18:30､土:9:00-17:30,,,衝立,要,,,月火木金:9:00-18:30､土:9:00-17:30,,要,0270615276,,群馬県伊勢崎市西久保町2-343-7,伊勢崎市西久保町2-343-7,伊勢崎市,西久保町2-343-7,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
1900,群馬県,アイン薬局渋川中村店,群馬県渋川市中村１４７－１,0279262318,0,1,0,https://store.ainj.co.jp/detail/1101363/,月-金:9:00-18:30､土:9:00-12:00,,,衝立,要,,,月-金:9:00-18:30､土:9:00-12:00,,要,0279262318,,群馬県渋川市中村147-1,渋川市中村147-1,渋川市,中村147-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2007,群馬県,あおば薬局太田店,群馬県太田市石原町９２３－１,0276485338,1,1,0,http://www.g-hokenkikaku.co.jp,月-金:9:00-18:00､土:9:00-13:00,有,09053024861,個室；衝立,要,,,月-金:9:00-18:00､土:9:00-13:00,有,要,0276485338,09053024861,群馬県太田市石原町923-1,太田市石原町923-1,太田市,石原町923-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2085,群馬県,ユニスマイル薬局しょうわ店,群馬県伊勢崎市昭和町１６８７ー６,0270405717,1,1,0,https://unismile.co.jp,月火水金:9:00-18:30木:9:00-17:00土:9:00-18:00,有,0270405717,スタッフ休憩室；他者のいない時間対応,,,,月火水金:9:00-18:30木:9:00-17:00土:9:00-18:00,有,,0270405717,0270405717,群馬県伊勢崎市昭和町1687-6,伊勢崎市昭和町1687-6,伊勢崎市,昭和町1687-6,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2116,群馬県,ウエルシア薬局前橋六供町店,群馬県前橋市六供町５ー３３ー２６,0272903524,1,3,0,https://store.welcia.co.jp/welcia/spot/detail?code=190D,月-金:9:00-18:30､土:9:00-18:00,,,衝立,,,,月-金:9:00-18:30､土:9:00-18:00,,,0272903524,,群馬県前橋市六供町5-33-26,前橋市六供町5-33-26,前橋市,六供町5-33-26,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2122,群馬県,ウエルシア薬局太田南矢島店,群馬県太田市南矢島町６４５－３,0276406510,3,3,0,https://www.welcia-yakkyoku.co.jp/,月-金:10:00-13:3014:30-18:30､土:10:00-14:00,,,衝立,,,,月-金:10:00-13:3014:30-18:30､土:10:00-14:00,,,0276406510,,群馬県太田市南矢島町645-3,太田市南矢島町645-3,太田市,南矢島町645-3,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2129,群馬県,マルエ薬局高崎群馬町金古店,群馬県高崎市金古町４４７－１,0273936159,1,0,0,https://marue-drug.co.jp,月-土:9:00-13:00、14:00-18:00,,,衝立,要,,,月-土:9:00-13:00、14:00-18:00,,要,0273936159,,群馬県高崎市金古町447-1,高崎市金古町447-1,高崎市,金古町447-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2160,群馬県,ユニスマイル薬局館林中央店,群馬県館林市西本町５ー１,0276802122,1,0,0,https://unismile.co.jp,月-水･金:9:00-18:00､土:9:00-12:00,有,0276802122,他者のいない時間対応,要,,,月-水･金:9:00-18:00､土:9:00-12:00,有,要,0276802122,0276802122,群馬県館林市西本町5-1,館林市西本町5-1,館林市,西本町5-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2181,群馬県,ヘルシー薬局,群馬県前橋市幸塚町９０ー２,0272373033,2,0,0,,月-金:8:45-18:00､土:8:45-12:45,有,0272373033,個室,要,,,月-金:8:45-18:00､土:8:45-12:45,有,要,0272373033,0272373033,群馬県前橋市幸塚町90-2,前橋市幸塚町90-2,前橋市,幸塚町90-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2223,群馬県,マルエ薬局渋川子持店,群馬県渋川市吹屋６６０－５１,0279258413,1,3,0,https://marue-drug.co.jp,"月-金9:00-13:00,14:00-18:00",,,衝立,要,,,"月-金9:00-13:00,14:00-18:00",,要,0279258413,,群馬県渋川市吹屋660-51,渋川市吹屋660-51,渋川市,吹屋660-51,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
