薬局等番号,都道府県,市区町村_推定,薬局等名称,住所_正規化,住所,住所_都道府県除く,住所_残り,電話番号_数字,電話番号,HP,開局等時間,時間外対応,時間外対応_有無,時間外の電話番号_数字,時間外の電話番号,プライバシー確保策,事前電話連絡,事前電話連絡_要否,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,備考,削除日,データ時点,データ出典_URL,データファイル_URL,検索用
705,岡山県,倉敷市,幸観堂薬局赤崎店,岡山県倉敷市児島赤崎3-2005-10,岡山県倉敷市児島赤崎３ー２００５ー１０,倉敷市児島赤崎3-2005-10,児島赤崎3-2005-10,0864724848,0864724848,,月-金9:00-18:30､土9:00-13:00,有,True,0864724848,0864724848,個室,,False,3,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 倉敷市 幸観堂薬局赤崎店 岡山県倉敷市児島赤崎3-2005-10 0864724848
706,神奈川県,横浜市戸塚区,平安薬局東戸塚店,神奈川県横浜市戸塚区川上町84-1-4Ｆ-Ｃ号,神奈川県横浜市戸塚区川上町８４－１－４Ｆ－Ｃ号,横浜市戸塚区川上町84-1-4Ｆ-Ｃ号,川上町84-1-4Ｆ-Ｃ号,0458200520,0458200520,https://taijyu-inc.jp,月､水､金:9:00-18:00､火､木､土:9:00-19:30､日9:00-17:00,有,True,09053419839,09053419839,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市戸塚区 平安薬局東戸塚店 神奈川県横浜市戸塚区川上町84-1-4Ｆ-Ｃ号 0458200520 https://taijyu-inc.jp
707,宮城県,柴田郡大河原町,アイベル薬局大河原店,宮城県柴田郡大河原町大谷末広61-1,宮城県柴田郡大河原町大谷末広６１－１,柴田郡大河原町大谷末広61-1,大谷末広61-1,0224876733,0224876733,https://suzumedi.com/,月火木金9:00-18:00水8:45-16:45土9:00-13:00,有,True,0224876733,0224876733,他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,宮城県 柴田郡大河原町 アイベル薬局大河原店 宮城県柴田郡大河原町大谷末広61-1 0224876733 https://suzumedi.com/
708,広島県,広島市安佐北区,ドレミ薬局高陽店,広島県広島市安佐北区口田1丁目9-3,広島県広島市安佐北区口田１丁目９－３,広島市安佐北区口田1丁目9-3,口田1丁目9-3,0828410177,0828410177,,月-水･金:9:00-18:00木:9:00-17:00土:9:00-12:30,有,True,08097950241,08097950241,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,広島県 広島市安佐北区 ドレミ薬局高陽店 広島県広島市安佐北区口田1丁目9-3 0828410177
709,長野県,長野市,薬局マツモトキヨシ南長野運動公園店,長野県長野市篠ノ井杵淵字大門西1348番地,長野県長野市篠ノ井杵淵字大門西１３４８番地,長野市篠ノ井杵淵字大門西1348番地,篠ノ井杵淵字大門西1348番地,0262993510,0262993510,,月-土:9:00-19:00,有,True,07039162696,07039162696,衝立,,False,3,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,長野県 長野市 薬局マツモトキヨシ南長野運動公園店 長野県長野市篠ノ井杵淵字大門西1348番地 0262993510
710,栃木県,宇都宮市,みどり調剤薬局,栃木県宇都宮市御幸ヶ原町75-3,栃木県宇都宮市御幸ヶ原町７５－３,宇都宮市御幸ヶ原町75-3,御幸ヶ原町75-3,0286641421,0286641421,https://pinokio-pharmacy.com/,月･火･水･金:9:00-18:00､木･土:9:00-17:00,有,True,0286641421,0286641421,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,栃木県 宇都宮市 みどり調剤薬局 栃木県宇都宮市御幸ヶ原町75-3 0286641421 https://pinokio-pharmacy.com/
711,静岡県,富士市,このみ薬局広見店,静岡県富士市広見本町4-18号,静岡県富士市広見本町４－１８号,富士市広見本町4-18号,広見本町4-18号,0545222111,0545222111,,月､火､木､金:8:30-18:30水:8:00-16:00土:8:30-12:30,有,True,0545222111,0545222111,他者のいない時間対応,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 富士市 このみ薬局広見店 静岡県富士市広見本町4-18号 0545222111
712,静岡県,浜松市中央区,かぐら薬局,静岡県浜松市中央区和田町200-3,静岡県浜松市中央区和田町２００ー３,浜松市中央区和田町200-3,和田町200-3,0534111166,0534111166,,月火木金:9:00-18:30､水:9:00-17:00､土:9:00-12:30,有,True,0534111166,0534111166,衝立,,False,2,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 浜松市中央区 かぐら薬局 静岡県浜松市中央区和田町200-3 0534111166
713,神奈川県,座間市,さくら薬局座間さがみ野店,神奈川県座間市さがみ野1-12-8,神奈川県座間市さがみ野１－１２－８,座間市さがみ野1-12-8,さがみ野1-12-8,0462980277,0462980277,https://www.kraft-net.co.jp/sakura/store/3481/,月-水･金:9:00-18:00､木:9:00-17:00､土:9:00-15:00,有,True,0462980277,0462980277,他者のいない時間対応,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 座間市 さくら薬局座間さがみ野店 神奈川県座間市さがみ野1-12-8 0462980277 https://www.kraft-net.co.jp/sakura/store/3481/
714,兵庫県,伊丹市,ファーマライズ薬局伊丹店,兵庫県伊丹市西台1-1-1阪急伊丹リ-タ1階,兵庫県伊丹市西台１―１―１阪急伊丹リータ１階,伊丹市西台1-1-1阪急伊丹リ-タ1階,西台1-1-1阪急伊丹リ-タ1階,0727723685,0727723685,,月-金9:00-20:00土9:00-19:00日祝10:00-19:00,,False,,,衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 伊丹市 ファーマライズ薬局伊丹店 兵庫県伊丹市西台1-1-1阪急伊丹リ-タ1階 0727723685
715,兵庫県,三田市,平野薬局,兵庫県三田市駅前町1-25,兵庫県三田市駅前町１－２５,三田市駅前町1-25,駅前町1-25,0795622120,0795622120,http://hirano-ph.com,月.火.水.金9:00-19:30木9:00-19:00土9:00-16:00,有,True,0795622174,0795622174,個室；衝立,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 三田市 平野薬局 兵庫県三田市駅前町1-25 0795622120 http://hirano-ph.com
716,福島県,会津若松市,アップル薬局,福島県会津若松市徒之町4-18,福島県会津若松市徒之町４－１８,会津若松市徒之町4-18,徒之町4-18,0242294193,0242294193,,月火木金:9:00-18:00､水:9:00-17:00､土:9:00-16:00,有,True,0242294193,0242294193,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 アップル薬局 福島県会津若松市徒之町4-18 0242294193
717,宮城県,仙台市若林区,つばさ薬局若林店,宮城県仙台市若林区六郷4-58,宮城県仙台市若林区六郷４－５８,仙台市若林区六郷4-58,六郷4-58,0222898777,0222898777,https://www.tsubasa-ph.co.jp/,月-金:8:45-17:00､土:8:45-12:30,有,True,0222898777,0222898777,個室,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,宮城県 仙台市若林区 つばさ薬局若林店 宮城県仙台市若林区六郷4-58 0222898777 https://www.tsubasa-ph.co.jp/
718,長野県,岡谷市,ウエルシア薬局岡谷長地北店,長野県岡谷市長地梨久保一丁目6番40号,長野県岡谷市長地梨久保一丁目６番４０号,岡谷市長地梨久保一丁目6番40号,長地梨久保一丁目6番40号,0266260117,0266260117,https://store.welcia.co.jp/welcia/spot/detail?code=8148D,月-金:9:30-19:00､土:9:30-14:00,,False,,,衝立,,False,1,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,長野県 岡谷市 ウエルシア薬局岡谷長地北店 長野県岡谷市長地梨久保一丁目6番40号 0266260117 https://store.welcia.co.jp/welcia/spot/detail?code=8148D
719,三重県,伊勢市,さくら薬局伊勢八間通店,三重県伊勢市河崎1丁目9-36,三重県伊勢市河崎１丁目９－３６,伊勢市河崎1丁目9-36,河崎1丁目9-36,0596270770,0596270770,https://www.kraft-net.co.jp/sakura/store/3412/,月-水･金:9:00-18:30､木:9:00-13:00土:9:00-17:30,,False,,,他者のいない時間対応,要,True,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,三重県 伊勢市 さくら薬局伊勢八間通店 三重県伊勢市河崎1丁目9-36 0596270770 https://www.kraft-net.co.jp/sakura/store/3412/
720,岡山県,倉敷市,そうごう薬局新倉敷店,岡山県倉敷市玉島上成539-7,岡山県倉敷市玉島上成５３９－７,倉敷市玉島上成539-7,玉島上成539-7,0865231151,0865231151,,月-土:9:00-19:00,有,True,0865231151,0865231151,個室,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 倉敷市 そうごう薬局新倉敷店 岡山県倉敷市玉島上成539-7 0865231151
721,神奈川県,横浜市南区,さくら薬局横浜六ッ川店,神奈川県横浜市南区六ッ川3-79-15,神奈川県横浜市南区六ッ川３－７９－１５,横浜市南区六ッ川3-79-15,六ッ川3-79-15,0457426446,0457426446,https://www.kraft-net.co.jp/sakura/store/3693/,月-金:9:00-18:00､土:9:00-13:00,有,True,0457426446,0457426446,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市南区 さくら薬局横浜六ッ川店 神奈川県横浜市南区六ッ川3-79-15 0457426446 https://www.kraft-net.co.jp/sakura/store/3693/
722,岡山県,浅口市,ファーマシィ薬局よりしま,岡山県浅口市寄島町7543-10,岡山県浅口市寄島町７５４３－１０,浅口市寄島町7543-10,寄島町7543-10,0865549661,0865549661,https://www.pharmacy-net.co.jp/store/1041.html,月-金9:00‐18:00土9:00-13:00,,False,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 浅口市 ファーマシィ薬局よりしま 岡山県浅口市寄島町7543-10 0865549661 https://www.pharmacy-net.co.jp/store/1041.html
723,神奈川県,横浜市南区,まゆみ薬局,神奈川県横浜市南区宮元町2-36,神奈川県横浜市南区宮元町２－３６,横浜市南区宮元町2-36,宮元町2-36,0457162088,0457162088,,月-金:9:00-18:30､土:9:00-13:00,有,True,09078828600,09078828600,他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,神奈川県 横浜市南区 まゆみ薬局 神奈川県横浜市南区宮元町2-36 0457162088
724,静岡県,浜松市中央区,このみ薬局高林店,静岡県浜松市中央区高林4-6-41,静岡県浜松市中央区高林４－６－４１,浜松市中央区高林4-6-41,高林4-6-41,0534885151,0534885151,,月火木金:8:45-19:30､水:8:45-16:30､土:8:45-12:45,,False,,,衝立,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 浜松市中央区 このみ薬局高林店 静岡県浜松市中央区高林4-6-41 0534885151
725,東京都,品川区,ウエルシア薬局目黒上大崎店,東京都品川区上大崎2-13-32富田ビル,東京都品川区上大崎２ー１３ー３２富田ビル,品川区上大崎2-13-32富田ビル,上大崎2-13-32富田ビル,0354477126,0354477126,https://store.welcia.co.jp/welcia/spot/detail?code=3220D,月-金9:00-20:00土9:00-19:00日祝10:00-19:00,有,True,07014979642,07014979642,衝立,,False,5,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,東京都 品川区 ウエルシア薬局目黒上大崎店 東京都品川区上大崎2-13-32富田ビル 0354477126 https://store.welcia.co.jp/welcia/spot/detail?code=3220D
726,宮崎県,宮崎市,とも薬局青葉店,宮崎県宮崎市宮崎駅東3丁目9番地10,宮崎県宮崎市宮崎駅東３丁目９番地１０,宮崎市宮崎駅東3丁目9番地10,宮崎駅東3丁目9番地10,0985288895,0985288895,https://tomo-pharmacy.com/,月火水金:8:30‐18:00､木:8:30‐16:30､土:8:30‐13:00,有,True,09059418175,09059418175,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,宮崎県 宮崎市 とも薬局青葉店 宮崎県宮崎市宮崎駅東3丁目9番地10 0985288895 https://tomo-pharmacy.com/
727,兵庫県,尼崎市,ウエルシア薬局尼崎常光寺店,兵庫県尼崎市常光寺2-12-16,兵庫県尼崎市常光寺２－１２－１６,尼崎市常光寺2-12-16,常光寺2-12-16,0648685370,0648685370,https://store.welcia.co.jp/welcia/spot/detail?code=6880D,月-金:9:00-17:00(14:00-15:00閉局),,False,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 尼崎市 ウエルシア薬局尼崎常光寺店 兵庫県尼崎市常光寺2-12-16 0648685370 https://store.welcia.co.jp/welcia/spot/detail?code=6880D
728,岡山県,岡山市北区,イオン薬局イオンスタイル岡山青江,岡山県岡山市北区青江2丁目7-11,岡山県岡山市北区青江２丁目７ー１１,岡山市北区青江2丁目7-11,青江2丁目7-11,0862230553,0862230553,,月-土:9:00-20:00､日･祝:9:00-13:00､14:00-18:00,,False,,,衝立；他者と十分な距離の確保,要,True,4,2,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,岡山県 岡山市北区 イオン薬局イオンスタイル岡山青江 岡山県岡山市北区青江2丁目7-11 0862230553
729,静岡県,浜松市浜名区,このみ薬局浜北店,静岡県浜松市浜名区小林1256-1,静岡県浜松市浜名区小林１２５６－１,浜松市浜名区小林1256-1,小林1256-1,0535842828,0535842828,https://www.sublue-medical.co.jp/,月･火･水･金:8:30-18:00木:9:00-18:00土8:30-12:00,有,True,0535842828,0535842828,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,静岡県 浜松市浜名区 このみ薬局浜北店 静岡県浜松市浜名区小林1256-1 0535842828 https://www.sublue-medical.co.jp/
730,兵庫県,神戸市中央区,アイン薬局中山手通店,兵庫県神戸市中央区中山手通7丁目5-10紺田ビル101号,兵庫県神戸市中央区中山手通７丁目５－１０紺田ビル１０１号,神戸市中央区中山手通7丁目5-10紺田ビル101号,中山手通7丁目5-10紺田ビル101号,0783356496,0783356496,,月-金:9:00-19:00､土:9:00-17:00,有,True,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 神戸市中央区 アイン薬局中山手通店 兵庫県神戸市中央区中山手通7丁目5-10紺田ビル101号 0783356496
731,兵庫県,神戸市北区,まんてん薬局,兵庫県神戸市北区緑町7丁目1-19ＭＤビル1,兵庫県神戸市北区緑町７丁目１－１９ＭＤビル１,神戸市北区緑町7丁目1-19ＭＤビル1,緑町7丁目1-19ＭＤビル1,0785817550,0785817550,https://www.greenenterprise.jp/,月-水･金:9:00-19:00､木:9:00-18:00､土:9:00-13:00,有,True,0785817550,0785817550,個室；他者のいない時間対応,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,兵庫県 神戸市北区 まんてん薬局 兵庫県神戸市北区緑町7丁目1-19ＭＤビル1 0785817550 https://www.greenenterprise.jp/
732,大阪府,堺市西区,イズミ薬局諏訪森店,大阪府堺市西区浜寺諏訪森町東3丁371番地1,大阪府堺市西区浜寺諏訪森町東３丁３７１番地１,堺市西区浜寺諏訪森町東3丁371番地1,浜寺諏訪森町東3丁371番地1,0722696000,0722696000,https://www.kraft-net.co.jp/sakura/store/4134/,月火水金:9:00-19:00木:9:00-17:00土:9:00-13:00,,False,,,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,大阪府 堺市西区 イズミ薬局諏訪森店 大阪府堺市西区浜寺諏訪森町東3丁371番地1 0722696000 https://www.kraft-net.co.jp/sakura/store/4134/
733,山梨県,甲府市,みさき薬局北新,山梨県甲府市北新1-1-19,山梨県甲府市北新１－１－１９,甲府市北新1-1-19,北新1-1-19,0552678877,0552678877,https://dyna-misaki.co.jp/shop/481/,"月火木金:8:30-18:00,水:8:30-16:00,土:8:30-12:30",有,True,0552678877,0552678877,衝立,,False,1,,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,山梨県 甲府市 みさき薬局北新 山梨県甲府市北新1-1-19 0552678877 dyna-misaki.co.jp/shop/481/
734,福島県,会津若松市,アイン薬局山鹿店,福島県会津若松市山鹿町4-20,福島県会津若松市山鹿町４－２０,会津若松市山鹿町4-20,山鹿町4-20,0242383093,0242383093,,月-金:8:30-18:00､土(第三土曜以外):8:30-11:30第三土曜8:30-18:00,有,True,09072547673,09072547673,他者のいない時間対応,,False,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,福島県 会津若松市 アイン薬局山鹿店 福島県会津若松市山鹿町4-20 0242383093
735,群馬県,北群馬郡榛東村,マルエ薬局榛東店,群馬県北群馬郡榛東村新井2222-1,群馬県北群馬郡榛東村新井２２２２ー１,北群馬郡榛東村新井2222-1,新井2222-1,0279269414,0279269414,https://marue-drug.co.jp,月-土:9:00-13:00､14:00-18:00,,False,,,衝立,要,True,,1,,,,2026-01-27,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001643057.xlsx,群馬県 北群馬郡榛東村 マルエ薬局榛東店 群馬県北群馬郡榛東村新井2222-1 0279269414 marue-drug.co.jp
